"journal_title","scopus_yes","oa_yes","dim_yes"
"Water Resources and Economics",1,0,1
"Water Science and Technology",1,0,0
"Water-Energy Nexus",0,1,0
"Weather Climate and Society",1,0,1
"Weather and Forecasting",1,0,0
"Weed Science",1,0,1
"Weed Technology",1,1,1
"Wellcome Open Research",1,0,0
"Western Journal of Nursing Research",1,0,1
"Wetlands",1,1,1
"Wetlands Ecology and Management",1,0,0
"Wilderness and Environmental Medicine",0,0,1
"Wildlife Monographs",1,0,0
"Wildlife Research",1,0,0
"Wildlife Society Bulletin",1,0,1
"Wiley Interdisciplinary Reviews Energy and Environment",0,0,1
"Wiley Interdisciplinary Reviews: Water",1,0,0
"Wilson Journal of Ornithology",1,0,0
"Women s Studies International Forum",0,1,0
"Workplace Health & Safety",0,1,1
"Workplace Health and Safety",1,0,1
"World Development",1,1,1
"World Development Perspectives",1,0,0
"World Development Sustainability",0,1,0
"World Mycotoxin Journal",1,0,0
"World Review of Science Technology and Sustainable Development",1,0,0
"World's Veterinary Journal",1,0,0
"Zoonoses and Public Health",1,0,1
"npj Climate and Atmospheric Science",1,1,1
