journal_title,Scopus only,OpenAlex Seed only,OpenAlex FT only,Dimensions only,Scopus ∩ OA Seed,Scopus ∩ OA FT,Scopus ∩ Dimensions,OA Seed ∩ OA FT,OA Seed ∩ Dimensions,OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT,Scopus ∩ OA Seed ∩ Dimensions,Scopus ∩ OA FT ∩ Dimensions,OA Seed ∩ OA FT ∩ Dimensions,Scopus ∩ OA Seed ∩ OA FT ∩ Dimensions
Man and the Economy,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Marine Environmental Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Marine Pollution Bulletin,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Marine Resource Economics,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraciones,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Economy,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Molecular Genetics and Genomics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Molecules,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Multicultural Education Review,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Mycologia,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
NEW SOLUTIONS A Journal of Environmental and Occupational...,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Natural Areas Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nature,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
North American Actuarial Journal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Nursing Science Quarterly,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nutrition Reviews,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Nutrition Today,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ORYX,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Open Agriculture,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Oxford Development Studies,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLOS Neglected Tropical Diseases,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Parasites and Vectors,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Pediatric Emergency Care,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Pediatric Pulmonology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
People and Nature,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Perspectives on Public Management and Governance,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Planning Perspectives,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Plant Genome,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Plant Physiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Plant Production Science,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planta,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Plants,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Population and Environment,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Proceedings of the ACM on Human-Computer Interaction,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Processes,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Professional Geographer,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Restoration Ecology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Review of Agricultural Food and Environmental Studies,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Review of Industrial Organization,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Review of International Economics,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Review of International Political Economy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reviews in Fisheries Science & Aquaculture,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Reviews of Geophysics,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Rural Mental Health,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SAGE Open,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SSRN Electronic Journal,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Scandinavian Journal of Forest Research,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Science,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Currents,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Social Work in Public Health,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sociological Spectrum,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Soil Biology and Biochemistry,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Spanish Journal of Agricultural Research,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spatial and Spatio-temporal Epidemiology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Substance Use &amp Addiction Journal,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Systems Engineering,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
The Quarterly Journal of Economics,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
The journal of cotton science/Journal of cotton science,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Theoretical Ecology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Transactions of the American Fisheries Society,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
U.S. Geological Survey circular/U.S. Geological Survey Ci...,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
US Geological Survey Professional Paper,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USGS Scientific Investigations Report,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Ecosystems,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Veterinary World,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Environment Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Western Historical Quarterly,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Western Journal of Nursing Research,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Wilson Journal of Ornithology,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
World Mycotoxin Journal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Advanced Sustainable Systems,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Agricultural History,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Animal Behaviour Science,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Canadian Journal of Development Studies,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Water Resources Journal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cereal Chemistry,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Cogent Social Sciences,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Communications Earth & Environment,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Construction and Building Materials,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Crop Forage & Turfgrass Management,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Current Developments in Nutrition,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Data,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ecology,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Energy Strategy Reviews,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Energy Sustainability and Society,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Environmental Development,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental and Sustainability Indicators,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Environments - MDPI,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Eurasian Geography and Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
European Countryside,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Food Ethics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Forests Trees and Livelihoods,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Frontiers in Genetics,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Frontiers in Sustainability,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Global Ecology and Conservation,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Great Plains Research,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Health Information Science and Systems,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Human Organization,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Industrial Biotechnology,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Injury Epidemiology,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
International Archives of Occupational and Environmental ...,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
International Journal of Hospitality Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
International Journal of Sustainability in Higher Education,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
International Journal of the Commons,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
International Review of Law and Economics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Joule,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Agriculture and Rural Development in the Tropi...,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Cannabis Research,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Journal of Developmental Entrepreneurship,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Economic Behavior & Organization,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Journal of Flood Risk Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Heredity,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Journal of Hydrology Regional Studies,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Journal of Mechanical Design,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Mountain Science,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Political Ecology,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Journal of Risk and Financial Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of South American Earth Sciences,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Stored Products Research,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of Veterinary Medical Education,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Journal of the Botanical Research Institute of Texas,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Livestock Science,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Meat and Muscle Biology,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Methodological Innovations,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Microbiology Resource Announcements,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nature Plants,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nature Water,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Nordia Geographical Publications,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
PLOS Climate,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Physical Geography,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Preventing Chronic Disease,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Reviews in Chemical Engineering,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Revista de Economia e Sociologia Rural,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Royal Society Open Science,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Rural and Remote Health,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Science Advances,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Survey Research Methods,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telecommunications Policy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
The Extractive Industries and Society,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Tourism Management,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Toxics,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Veterinary Sciences,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Viruses,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Water International,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ACS Earth and Space Chemistry,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ACS Omega,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
AJP Gastrointestinal and Liver Physiology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Acta Scientiarum - Technology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta Scientiarum Polonorum Zootechnica,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Administration & Society,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Advancements in Agricultural Development,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Advances in Mechanical Engineering,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advances in Meteorology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
African Journal of Range and Forage Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural Economics (Czech Republic),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agricultural Economics (Zemdlsk ekonomika),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture & Food Security,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Agronoma Colombiana,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrosystems Geosciences & Environment,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Air Quality Atmosphere and Health,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergology International,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Anthropologist,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Association of Bovine Practitioners Conference P...,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
American Economic Journal Applied Economics,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
American Economic Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Climate Change,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Epidemiology and Infectious Disease,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Human Biology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Kidney Diseases,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Potato Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
American Journal of Veterinary Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Midland Naturalist,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
American Surgeon,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anais da Academia Brasileira de Cincias,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Anglican Theological Review,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Animal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Frontiers,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Animal Genetics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Animal Health Research Reviews,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Animal Science Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal nutrition,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Botany,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of GIS,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of Science and Technology Policy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annals of the New York Academy of Sciences,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Environment and Resources,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Nutrition,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Phytopathology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Anthropocene,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Apidologie,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Computational Electromagnetics Society Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Ecology and Environmental Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Ergonomics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Microbiology and Biotechnology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Aquacultural Engineering,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Aquaculture Environment Interactions,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquatic Botany,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Aquatic Ecosystem Health & Management,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Arab Geographical Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archives Animal Breeding,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Development Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Geographer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Agriculture and Rural Development,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Social Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistive Technology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Atlantic Economic Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atmospheric Pollution Research,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Australian Journal of Anthropology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Journal of Crop Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baltic Journal of Modern Computing,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioEnergy Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BioMed Research International,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BioResources,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Bioethics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Biointerphases,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Biological Agriculture & Horticulture,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Biology and Environment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biomass Conversion and Biorefinery,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biophysical Economics and Sustainability,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Boletim de Ciencias Geodesicas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bragantia,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building and Landscapes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of Indonesian Economic Studies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of Volcanology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the American Meteorological Society,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business History,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Business Horizons,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CAB Reviews: Perspectives in Agriculture Veterinary Scien...,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cahiers Agricultures,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cahiers du Genre,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridge Journal of Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Canadian Entomologist,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Historical Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Agricultural Economics/Revue canadien...,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Economics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Forest Research,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancers,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Case Studies on Transport Policy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chemosphere,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciencia Animal Brasileira,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circular Economy and Sustainability,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Climate Change Economics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climate Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climate Services,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Clinical Cancer Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collection Management,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Communications Earth and Environment,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Communications in Statistics: Simulation and Computation,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communist and Post-Communist Studies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Development Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comprehensive Reviews in Food Science and Food Safety,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Computacion y Sistemas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computers & Chemical Engineering,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Condor,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Continental Shelf Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Critical Sociology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuadernos de Economia (Colombia),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Allergy and Asthma Reports,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Biology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Environmental Health Reports,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Microbiology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Opinion in Biotechnology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Opinion in Environmental Sustainability,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Opinion in Insect Science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Opinion in Lipidology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Current Research in Environmental Sustainability,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Current Research in Food Science,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Current Research in Nutrition and Food Science,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Research in Parasitology and Vector-Borne Diseases,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Database,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Decision Science Letters,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developing Economies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialectical Anthropology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Discrete Dynamics in Nature and Society,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diversity and Distributions,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth s Future,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Eating Behaviors,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ecological Restoration,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecology of Food and Nutrition,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ecology of Freshwater Fish,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Econometrica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economia Agraria y Recursos Naturales,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Alternatives,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Anthropology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Economic Geography,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic History Review,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic History of Developing Regions,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Horizons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Inquiry,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Economics and Sociology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economics of Education Review,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Energy & Environmental Science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Energy Conversion and Management,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Energy Journal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Energy Nexus,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Engineering and Applied Science Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning B Urban Analytics and City Science,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning D Society and Space,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning D: Society and Space,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environment and Planning F,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environmental Education Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Environmental Epidemiology,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Environmental Modeling and Assessment,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Science: Advances,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Environmental and Resource Economics,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Epidemiology,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ergonomics,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espacio y Desarrollo,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Estudos Sociedade e Agricultura,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Etikk i Praksis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Journal of Development Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Journal of Operational Research,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
European Review of Economic History,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
European Scientific Journal ESJ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
European Spatial Research and Policy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluation and Program Planning,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Experimental and Applied Acarology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEMS Microbiology Ecology,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fact sheet,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Business Review,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fashion Practice,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fermentation,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fire Ecology,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fish Physiology and Biochemistry,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fisheries,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Food Chemistry,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Food Culture & Society,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Food Protection Trends,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Food Studies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Food and Foodways,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
