id,run_id,alias_id,parent_alias_id,alias,alias_type,url,last_updated_date
16891,41,1002730,1000770,https://www.ers.usda.gov/amber-waves/2013/july/food-insecurity-increased-in-most-states-from-2001-to-2011/,Alias,,1/25/2024 9:09:31 AM
16892,41,1002731,1000771,https://www.ers.usda.gov/amber-waves/2013/july/obesity-and-other-health-concerns-lead-food-companies-to-step-up-health-and-nutrient-claims/,Alias,,1/25/2024 9:09:31 AM
16893,41,1002732,1000772,https://www.ers.usda.gov/amber-waves/2013/july/rural-internet-at-a-crossroads/,Alias,,1/25/2024 9:09:31 AM
16894,41,1002733,1000773,https://www.ers.usda.gov/amber-waves/2013/july/the-role-of-conservation-program-design-in-drought-risk-adaptation/,Alias,,1/25/2024 9:09:31 AM
16895,41,1002734,1000774,https://www.ers.usda.gov/publications/pub-details/?pubid=43773,Alias,,1/25/2024 9:09:31 AM
16896,41,1002735,1000775,https://www.ers.usda.gov/publications/pub-details/?pubid=42881,Alias,,1/25/2024 9:09:31 AM
16897,41,1002736,1000776,https://www.ers.usda.gov/publications/pub-details/?pubid=45095,Alias,,1/25/2024 9:09:31 AM
16898,41,1002737,1000777,https://www.ers.usda.gov/amber-waves/2013/june/china-s-agricultural-productivity-growth-strong-but-uneven/,Alias,,1/25/2024 9:09:31 AM
16899,41,1002738,1000778,https://www.ers.usda.gov/amber-waves/2013/june/ers-food-loss-data-help-inform-the-food-waste-discussion/,Alias,,1/25/2024 9:09:31 AM
16900,41,1002739,1000779,https://www.ers.usda.gov/amber-waves/2013/june/food-insecurity-in-us-households-rarely-persists-over-many-years/,Alias,,1/25/2024 9:09:31 AM
16901,41,1000274,1000274,Less Than 1 Percent of Farm Estates Owed Federal Estate Taxes in 2020,Main,,1/25/2024 9:09:31 AM
16902,41,1002740,1000780,https://www.ers.usda.gov/amber-waves/2013/february/effects-of-us-wind-power-development-on-county-level-income-and-employment/,Alias,,1/25/2024 9:09:31 AM
16903,41,1002741,1000781,https://www.ers.usda.gov/amber-waves/2013/february/federal-income-tax-reform-and-the-potential-effects-on-farm-households/,Alias,,1/25/2024 9:09:31 AM
16904,41,1002742,1000782,https://www.ers.usda.gov/amber-waves/2013/february/new-ers-data-product-links-food-availability-and-food-intake-data/,Alias,,1/25/2024 9:09:31 AM
16905,41,1002743,1000783,https://www.ers.usda.gov/amber-waves/2013/february/protected-culture-technology-transforms-the-fresh-tomato-market/,Alias,,1/25/2024 9:09:31 AM
16906,41,1002744,1000784,https://www.ers.usda.gov/amber-waves/2013/february/southeast-asia-projected-to-remain-top-rice-exporter/,Alias,,1/25/2024 9:09:31 AM
16907,41,1002745,1000785,https://www.ers.usda.gov/amber-waves/2013/february/substitute-and-complementary-foods-are-important-when-assessing-impacts-of-price-policies-on-dietary-quality/,Alias,,1/25/2024 9:09:31 AM
16908,41,1002746,1000786,https://www.ers.usda.gov/publications/pub-details/?pubid=43721,Alias,,1/25/2024 9:09:31 AM
16909,41,1002747,1000787,https://www.ers.usda.gov/publications/pub-details/?pubid=45047,Alias,,1/25/2024 9:09:31 AM
16910,41,1002748,1000788,https://www.ers.usda.gov/publications/pub-details/?pubid=39805,Alias,,1/25/2024 9:09:31 AM
16911,41,1002749,1000789,https://www.ers.usda.gov/publications/pub-details/?pubid=43714,Alias,,1/25/2024 9:09:31 AM
16912,41,1000275,1000275,"State Agricultural Trade Statistics by Country of Origin and Destination Now Available on USDA, Economic Research Service Website",Main,,1/25/2024 9:09:31 AM
16913,41,1002750,1000790,https://www.ers.usda.gov/publications/pub-details/?pubid=42876,Alias,,1/25/2024 9:09:31 AM
16914,41,1002751,1000791,https://www.ers.usda.gov/amber-waves/2013/may/why-do-indian-mangoes-cost-so-much/,Alias,,1/25/2024 9:09:31 AM
16915,41,1002752,1000792,https://www.ers.usda.gov/publications/pub-details/?pubid=45067,Alias,,1/25/2024 9:09:31 AM
16916,41,1002753,1000793,https://www.ers.usda.gov/publications/pub-details/?pubid=43750,Alias,,1/25/2024 9:09:31 AM
16917,41,1002754,1000794,https://www.ers.usda.gov/publications/pub-details/?pubid=45062,Alias,,1/25/2024 9:09:31 AM
16918,41,1002755,1000795,https://www.ers.usda.gov/publications/pub-details/?pubid=45055,Alias,,1/25/2024 9:09:31 AM
16919,41,1002756,1000796,https://www.ers.usda.gov/amber-waves/2013/april/free-trade-agreements-new-trade-opportunities-for-horticulture/,Alias,,1/25/2024 9:09:31 AM
16920,41,1002757,1000797,https://www.ers.usda.gov/publications/pub-details/?pubid=37474,Alias,,1/25/2024 9:09:31 AM
16921,41,1002758,1000798,https://www.ers.usda.gov/publications/pub-details/?pubid=43744,Alias,,1/25/2024 9:09:31 AM
16922,41,1002759,1000799,https://www.ers.usda.gov/amber-waves/2013/april/china-s-cotton-policies-to-lower-domestic-consumption-and-imports/,Alias,,1/25/2024 9:09:31 AM
16923,41,1000276,1000276,The Opioid Epidemic: A Geography in Two Phases,Main,,1/25/2024 9:09:31 AM
16924,41,1002760,1000800,https://www.ers.usda.gov/amber-waves/2013/april/the-food-costs-of-healthier-school-lunches/,Alias,,1/25/2024 9:09:31 AM
16925,41,1002761,1000801,https://www.ers.usda.gov/amber-waves/2013/april/the-importance-of-farmer-owned-nonfarm-businesses-in-the-rural-economy/,Alias,,1/25/2024 9:09:31 AM
16926,41,1002762,1000802,https://www.ers.usda.gov/amber-waves/2013/april/understanding-farm-income-s-role-in-farm-household-finances/,Alias,,1/25/2024 9:09:31 AM
16927,41,1002763,1000803,https://www.ers.usda.gov/amber-waves/2013/april/younger-beginning-farmers-tend-to-operate-larger-farms/,Alias,,1/25/2024 9:09:31 AM
16928,41,1002764,1000804,https://www.ers.usda.gov/publications/pub-details/?pubid=37051,Alias,,1/25/2024 9:09:31 AM
16929,41,1002765,1000805,https://www.ers.usda.gov/publications/pub-details/?pubid=43727,Alias,,1/25/2024 9:09:31 AM
16930,41,1002766,1000806,https://www.ers.usda.gov/amber-waves/2013/march/different-measures-of-food-access-inform-different-solutions/,Alias,,1/25/2024 9:09:31 AM
16931,41,1002767,1000807,https://www.ers.usda.gov/amber-waves/2013/march/farm-income-forecast-to-remain-high-in-2013/,Alias,,1/25/2024 9:09:31 AM
16932,41,1002768,1000808,https://www.ers.usda.gov/amber-waves/2013/march/productivity-gains-increase-us-commercial-pork-production/,Alias,,1/25/2024 9:09:31 AM
16933,41,1002769,1000809,https://www.ers.usda.gov/amber-waves/2013/march/while-crop-rotations-are-common-cover-crops-remain-rare/,Alias,,1/25/2024 9:09:31 AM
16934,41,1000277,1000277,COVID-19 Working Paper: Supplemental Nutrition Assistance Program and Pandemic Electronic Benefit Transfer Redemptions during the Coronavirus Pandemic,Main,,1/25/2024 9:09:31 AM
16935,41,1002770,1000810,https://www.ers.usda.gov/amber-waves/2013/february/adaptation-can-help-u-s-crop-producers-confront-climate-change/,Alias,,1/25/2024 9:09:31 AM
16936,41,1002771,1000811,https://www.ers.usda.gov/amber-waves/2013/february/americans-food-choices-at-home-and-away/,Alias,,1/25/2024 9:09:31 AM
16937,41,1002772,1000812,https://www.ers.usda.gov/amber-waves/2013/february/analysis-of-those-leaving-usda-s-supplemental-nutrition-assistance-program-reveals-the-program-s-effectiveness/,Alias,,1/25/2024 9:09:31 AM
16938,41,1002773,1000813,https://www.ers.usda.gov/amber-waves/2013/february/bt-corn-adoption-by-us-farmers-increases-yields-and-profits/,Alias,,1/25/2024 9:09:31 AM
16939,41,1002774,1000814,https://www.ers.usda.gov/amber-waves/2013/february/characteristics-of-us-cotton-farms-vary-widely/,Alias,,1/25/2024 9:09:31 AM
16940,41,1002775,1000815,https://www.ers.usda.gov/publications/pub-details/?pubid=43707,Alias,,1/25/2024 9:09:31 AM
16941,41,1002776,1000816,https://www.ers.usda.gov/publications/pub-details/?pubid=45040,Alias,,1/25/2024 9:09:31 AM
16942,41,1002777,1000817,https://www.ers.usda.gov/publications/pub-details/?pubid=47606,Alias,,1/25/2024 9:09:31 AM
16943,41,1002778,1000818,https://www.ers.usda.gov/publications/pub-details/?pubid=38663,Alias,,1/25/2024 9:09:31 AM
16944,41,1002779,1000819,https://www.ers.usda.gov/publications/pub-details/?pubid=43699,Alias,,1/25/2024 9:09:31 AM
16945,41,1000278,1000278,China's Refusals of Food Imports,Main,,1/25/2024 9:09:31 AM
16946,41,1002780,1000820,https://www.ers.usda.gov/publications/pub-details/?pubid=43695,Alias,,1/25/2024 9:09:31 AM
16947,41,1002781,1000821,https://www.ers.usda.gov/amber-waves/2012/september/on-the-map/,Alias,,1/25/2024 9:09:31 AM
16948,41,1002782,1000822,https://www.ers.usda.gov/amber-waves/2012/september/retail-dairy-prices/,Alias,,1/25/2024 9:09:31 AM
16949,41,1002783,1000823,https://www.ers.usda.gov/amber-waves/2012/september/trans-fats/,Alias,,1/25/2024 9:09:31 AM
16950,41,1002784,1000824,https://www.ers.usda.gov/amber-waves/2012/september/us-consumption-of-chicken/,Alias,,1/25/2024 9:09:31 AM
16951,41,1002785,1000825,https://www.ers.usda.gov/amber-waves/2012/september/water-constraints/,Alias,,1/25/2024 9:09:31 AM
16952,41,1002786,1000826,https://www.ers.usda.gov/amber-waves/2012/september/what-role-do-food-and-beverage-prices/,Alias,,1/25/2024 9:09:31 AM
16953,41,1002787,1000827,https://www.ers.usda.gov/publications/pub-details/?pubid=42788,Alias,,1/25/2024 9:09:31 AM
16954,41,1002788,1000828,https://www.ers.usda.gov/publications/pub-details/?pubid=44699,Alias,,1/25/2024 9:09:31 AM
16955,41,1002789,1000829,https://www.ers.usda.gov/publications/pub-details/?pubid=45017,Alias,,1/25/2024 9:09:31 AM
16956,41,1000279,1000279,Household Food Insecurity and U.S. Department of Housing and Urban Development Federal Housing Assistance,Main,,1/25/2024 9:09:31 AM
16957,41,1002790,1000830,https://www.ers.usda.gov/publications/pub-details/?pubid=45006,Alias,,1/25/2024 9:09:31 AM
16958,41,1002791,1000831,https://www.ers.usda.gov/publications/pub-details/?pubid=47599,Alias,,1/25/2024 9:09:31 AM
16959,41,1002792,1000832,https://www.ers.usda.gov/publications/pub-details/?pubid=36524,Alias,,1/25/2024 9:09:31 AM
16960,41,1002793,1000833,https://www.ers.usda.gov/publications/pub-details/?pubid=45000,Alias,,1/25/2024 9:09:31 AM
16961,41,1002794,1000834,https://www.ers.usda.gov/publications/pub-details/?pubid=47592,Alias,,1/25/2024 9:09:31 AM
16962,41,1002795,1000835,https://www.ers.usda.gov/publications/pub-details/?pubid=44674,Alias,,1/25/2024 9:09:31 AM
16963,41,1002796,1000836,https://www.ers.usda.gov/publications/pub-details/?pubid=39287,Alias,,1/25/2024 9:09:31 AM
16964,41,1002797,1000837,https://www.ers.usda.gov/publications/pub-details/?pubid=44965,Alias,,1/25/2024 9:09:31 AM
16965,41,1002798,1000838,https://www.ers.usda.gov/publications/pub-details/?pubid=44962,Alias,,1/25/2024 9:09:31 AM
16966,41,1002799,1000839,https://www.ers.usda.gov/amber-waves/2012/june/fresh-vegetables/,Alias,,1/25/2024 9:09:31 AM
16967,41,1000028,1000028,COVID-19 Working Paper: Distribution and Examination of Coronavirus Food Assistance Program Payments and Forgivable Paycheck Protection Program Loans at the State Level in 2020,Main,,1/25/2024 9:09:31 AM
16968,41,1000280,1000280,Food Insecurity Rates Are Relatively High for Participants in Housing and Urban Development (HUD) Assistance Programs,Main,,1/25/2024 9:09:31 AM
16969,41,1002800,1000840,https://www.ers.usda.gov/amber-waves/2012/june/immigration-policy/,Alias,,1/25/2024 9:09:31 AM
16970,41,1002801,1000841,https://www.ers.usda.gov/amber-waves/2012/june/in-the-long-run/,Alias,,1/25/2024 9:09:31 AM
16971,41,1002802,1000842,https://www.ers.usda.gov/amber-waves/2012/june/investigating-time-use-patterns/,Alias,,1/25/2024 9:09:31 AM
16972,41,1002803,1000843,https://www.ers.usda.gov/amber-waves/2012/june/on-the-map/,Alias,,1/25/2024 9:09:31 AM
16973,41,1002804,1000844,https://www.ers.usda.gov/amber-waves/2012/june/potential-developing-country-ag/,Alias,,1/25/2024 9:09:31 AM
16974,41,1002805,1000845,https://www.ers.usda.gov/amber-waves/2012/june/potential-rural-implications/,Alias,,1/25/2024 9:09:31 AM
16975,41,1002806,1000846,https://www.ers.usda.gov/amber-waves/2012/june/private-industry/,Alias,,1/25/2024 9:09:31 AM
16976,41,1002807,1000847,https://www.ers.usda.gov/amber-waves/2012/june/r-d-and-productivity/,Alias,,1/25/2024 9:09:31 AM
16977,41,1002808,1000848,https://www.ers.usda.gov/amber-waves/2012/june/snap-benefits/,Alias,,1/25/2024 9:09:31 AM
16978,41,1002809,1000849,https://www.ers.usda.gov/amber-waves/2012/june/stricter-rules-prompt-livestock/,Alias,,1/25/2024 9:09:31 AM
16979,41,1000281,1000281,Economic and Food Security Impacts of Agricultural Input Reduction Under the European Union Green Deal’s Farm to Fork and Biodiversity Strategies,Main,,1/25/2024 9:09:31 AM
16980,41,1002810,1000850,https://www.ers.usda.gov/amber-waves/2012/june/what-role-do-food-and-beverage-prices/,Alias,,1/25/2024 9:09:31 AM
16981,41,1002811,1000851,https://www.ers.usda.gov/publications/pub-details/?pubid=44972,Alias,,1/25/2024 9:09:31 AM
16982,41,1002812,1000852,https://www.ers.usda.gov/publications/pub-details/?pubid=40484,Alias,,1/25/2024 9:09:31 AM
16983,41,1002813,1000853,https://www.ers.usda.gov/publications/pub-details/?pubid=44983,Alias,,1/25/2024 9:09:31 AM
16984,41,1002814,1000854,https://www.ers.usda.gov/publications/pub-details/?pubid=44679,Alias,,1/25/2024 9:09:31 AM
16985,41,1002815,1000855,https://www.ers.usda.gov/publications/pub-details/?pubid=44977,Alias,,1/25/2024 9:09:31 AM
16986,41,1002816,1000856,https://www.ers.usda.gov/publications/pub-details/?pubid=44994,Alias,,1/25/2024 9:09:31 AM
16987,41,1002817,1000857,https://www.ers.usda.gov/publications/pub-details/?pubid=44989,Alias,,1/25/2024 9:09:31 AM
16988,41,1002818,1000858,https://www.ers.usda.gov/publications/pub-details/?pubid=36512,Alias,,1/25/2024 9:09:31 AM
16989,41,1002819,1000859,https://www.ers.usda.gov/publications/pub-details/?pubid=44685,Alias,,1/25/2024 9:09:31 AM
16990,41,1000282,1000282,Average Share of Income Spent on Food in the United States Remained Relatively Steady From 2000 to 2019,Main,,1/25/2024 9:09:31 AM
16991,41,1002820,1000860,https://www.ers.usda.gov/publications/pub-details/?pubid=37460,Alias,,1/25/2024 9:09:31 AM
16992,41,1002821,1000861,https://www.ers.usda.gov/amber-waves/2012/june/consumers-appear-indifferent/,Alias,,1/25/2024 9:09:31 AM
16993,41,1002822,1000862,https://www.ers.usda.gov/amber-waves/2012/june/wasde/,Alias,,1/25/2024 9:09:31 AM
16994,41,1002823,1000863,https://www.ers.usda.gov/amber-waves/2012/june/ethanol-strengthens-the-link/,Alias,,1/25/2024 9:09:31 AM
16995,41,1002824,1000864,https://www.ers.usda.gov/amber-waves/2012/june/farm-program-changes/,Alias,,1/25/2024 9:09:31 AM
16996,41,1002825,1000865,https://www.ers.usda.gov/amber-waves/2012/june/food-insecurity/,Alias,,1/25/2024 9:09:31 AM
16997,41,1002826,1000866,https://www.ers.usda.gov/amber-waves/2012/june/data-feature-food-and-nutrient-intake-data/,Alias,,1/25/2024 9:09:31 AM
16998,41,1002827,1000867,https://www.ers.usda.gov/amber-waves/2012/march/on-the-map/,Alias,,1/25/2024 9:09:31 AM
16999,41,1002828,1000868,https://www.ers.usda.gov/amber-waves/2012/march/per-capita-income-grows-faster/,Alias,,1/25/2024 9:09:31 AM
17000,41,1002829,1000869,https://www.ers.usda.gov/amber-waves/2012/march/public-agricultural-research-investment/,Alias,,1/25/2024 9:09:31 AM
17001,41,1000283,1000283,"Corn and Soybean Farmers Combine Futures, Options, and Marketing Contracts To Manage Financial Risks",Main,,1/25/2024 9:09:31 AM
17002,41,1002830,1000870,https://www.ers.usda.gov/amber-waves/2012/march/recent-conservation-reserve-program-enrollments/,Alias,,1/25/2024 9:09:31 AM
17003,41,1002831,1000871,https://www.ers.usda.gov/amber-waves/2012/march/switching-the-payment-trigger/,Alias,,1/25/2024 9:09:31 AM
17004,41,1002832,1000872,https://www.ers.usda.gov/amber-waves/2012/march/data-feature-visualizing-farm-program-participation/,Alias,,1/25/2024 9:09:31 AM
17005,41,1002833,1000873,https://www.ers.usda.gov/amber-waves/2012/march/what-s-behind-the-rise-in-snap-participation/,Alias,,1/25/2024 9:09:31 AM
17006,41,1002834,1000874,https://www.ers.usda.gov/publications/pub-details/?pubid=44660,Alias,,1/25/2024 9:09:31 AM
17007,41,1002835,1000875,https://www.ers.usda.gov/publications/pub-details/?pubid=42855,Alias,,1/25/2024 9:09:31 AM
17008,41,1002836,1000876,https://www.ers.usda.gov/publications/pub-details/?pubid=37434,Alias,,1/25/2024 9:09:31 AM
17009,41,1002837,1000877,https://www.ers.usda.gov/publications/pub-details/?pubid=44653,Alias,,1/25/2024 9:09:31 AM
17010,41,1002838,1000878,https://www.ers.usda.gov/publications/pub-details/?pubid=47590,Alias,,1/25/2024 9:09:31 AM
17011,41,1002839,1000879,https://www.ers.usda.gov/publications/pub-details/?pubid=44954,Alias,,1/25/2024 9:09:31 AM
17012,41,1000284,1000284,Racial and Ethnic Disparities in Educational Attainment Persist in Rural America,Main,,1/25/2024 9:09:31 AM
17013,41,1002840,1000880,https://www.ers.usda.gov/publications/pub-details/?pubid=44646,Alias,,1/25/2024 9:09:31 AM
17014,41,1002841,1000881,https://www.ers.usda.gov/publications/pub-details/?pubid=44933,Alias,,1/25/2024 9:09:31 AM
17015,41,1002842,1000882,https://www.ers.usda.gov/publications/pub-details/?pubid=44630,Alias,,1/25/2024 9:09:31 AM
17016,41,1002843,1000883,https://www.ers.usda.gov/publications/pub-details/?pubid=35823,Alias,,1/25/2024 9:09:31 AM
17017,41,1002844,1000884,https://www.ers.usda.gov/amber-waves/2011/december/the-nafta-countries-build-on-free-trade/,Alias,,1/25/2024 9:09:31 AM
17018,41,1002845,1000885,https://www.ers.usda.gov/publications/pub-details/?pubid=44620,Alias,,1/25/2024 9:09:31 AM
17019,41,1002846,1000886,https://www.ers.usda.gov/amber-waves/2011/december/a-wide-variety-of-fruit-and-vegetables/,Alias,,1/25/2024 9:09:31 AM
17020,41,1002847,1000887,https://www.ers.usda.gov/amber-waves/2011/december/avian-influenza-boosted-japan-s-imports/,Alias,,1/25/2024 9:09:31 AM
17021,41,1002848,1000888,https://www.ers.usda.gov/amber-waves/2011/december/can-brazil-meet-the-world-s-growing-need-for-ethanol/,Alias,,1/25/2024 9:09:31 AM
17022,41,1002849,1000889,https://www.ers.usda.gov/amber-waves/2011/september/food-spending/,Alias,,1/25/2024 9:09:31 AM
17023,41,1000285,1000285,USDA’s Purchase to Plate Price Tool Estimates Food Costs for National Food Intake Data,Main,,1/25/2024 9:09:31 AM
17024,41,1002850,1000890,https://www.ers.usda.gov/amber-waves/2011/september/usda-conservation-spending/,Alias,,1/25/2024 9:09:31 AM
17025,41,1002851,1000891,https://www.ers.usda.gov/amber-waves/2011/september/low-income-countries/,Alias,,1/25/2024 9:09:31 AM
17026,41,1002852,1000892,https://www.ers.usda.gov/amber-waves/2011/september/loss-estimates/,Alias,,1/25/2024 9:09:31 AM
17027,41,1002853,1000893,https://www.ers.usda.gov/amber-waves/2011/september/snap-redemptions-per-store-grew-most-in-nonmetro-counties/,Alias,,1/25/2024 9:09:31 AM
17028,41,1002854,1000894,https://www.ers.usda.gov/amber-waves/2011/september/organic-apple/,Alias,,1/25/2024 9:09:31 AM
17029,41,1002855,1000895,https://www.ers.usda.gov/amber-waves/2011/september/nitrogen-footprint/,Alias,,1/25/2024 9:09:31 AM
17030,41,1002856,1000896,https://www.ers.usda.gov/amber-waves/2011/september/research-area-charts/,Alias,,1/25/2024 9:09:31 AM
17031,41,1002857,1000897,https://www.ers.usda.gov/amber-waves/2011/september/afghanistan-food-security/,Alias,,1/25/2024 9:09:31 AM
17032,41,1002858,1000898,https://www.ers.usda.gov/amber-waves/2011/september/snap-food-needs/,Alias,,1/25/2024 9:09:31 AM
17033,41,1002859,1000899,https://www.ers.usda.gov/amber-waves/2011/september/tax-deferred-exchanges/,Alias,,1/25/2024 9:09:31 AM
17034,41,1000286,1000286,"Farm Use of Futures, Options, and Marketing Contracts",Main,,1/25/2024 9:09:31 AM
17035,41,1002860,1000900,https://www.ers.usda.gov/amber-waves/2011/september/data-feature-where-did-the-corn-come-from/,Alias,,1/25/2024 9:09:31 AM
17036,41,1002861,1000901,https://www.ers.usda.gov/amber-waves/2011/september/commodity-price-spike/,Alias,,1/25/2024 9:09:31 AM
17037,41,1002862,1000902,https://www.ers.usda.gov/amber-waves/2011/september/infant-formula-market/,Alias,,1/25/2024 9:09:31 AM
17038,41,1002863,1000903,https://www.ers.usda.gov/publications/pub-details/?pubid=83816,Alias,,1/25/2024 9:09:31 AM
17039,41,1002864,1000904,https://www.ers.usda.gov/publications/pub-details/?pubid=39526,Alias,,1/25/2024 9:09:31 AM
17040,41,1002865,1000905,https://www.ers.usda.gov/publications/pub-details/?pubid=44576,Alias,,1/25/2024 9:09:31 AM
17041,41,1002866,1000906,https://www.ers.usda.gov/publications/pub-details/?pubid=37417,Alias,,1/25/2024 9:09:31 AM
17042,41,1002867,1000907,https://www.ers.usda.gov/publications/pub-details/?pubid=44898,Alias,,1/25/2024 9:09:31 AM
17043,41,1002868,1000908,https://www.ers.usda.gov/amber-waves/2011/december/changing-farming-practices/,Alias,,1/25/2024 9:09:31 AM
17044,41,1002869,1000909,https://www.ers.usda.gov/amber-waves/2011/december/counting-india-s-food-insecure/,Alias,,1/25/2024 9:09:31 AM
17045,41,1000287,1000287,Brazil’s Currency Depreciation and Changing Macroeconomic Conditions Determine Agricultural Competitiveness and Future Growth,Main,,1/25/2024 9:09:31 AM
17046,41,1002870,1000910,https://www.ers.usda.gov/amber-waves/2011/december/hired-farm-labor-held-steady/,Alias,,1/25/2024 9:09:31 AM
17047,41,1002871,1000911,https://www.ers.usda.gov/amber-waves/2011/december/hispanics-contribute-to-increasing-diversity/,Alias,,1/25/2024 9:09:31 AM
17048,41,1002872,1000912,https://www.ers.usda.gov/amber-waves/2011/december/in-the-long-run/,Alias,,1/25/2024 9:09:31 AM
17049,41,1002873,1000913,https://www.ers.usda.gov/amber-waves/2011/december/local-foods-marketing/,Alias,,1/25/2024 9:09:31 AM
17050,41,1002874,1000914,https://www.ers.usda.gov/amber-waves/2011/december/data-feature-mapping-food-deserts-in-the-u-s/,Alias,,1/25/2024 9:09:31 AM
17051,41,1002875,1000915,https://www.ers.usda.gov/amber-waves/2011/december/market-potential-for-us-distillers/,Alias,,1/25/2024 9:09:31 AM
17052,41,1002876,1000916,https://www.ers.usda.gov/amber-waves/2011/december/on-the-map/,Alias,,1/25/2024 9:09:31 AM
17053,41,1002877,1000896,https://www.ers.usda.gov/amber-waves/2011/december/research-area-charts/,Alias,,1/25/2024 9:09:31 AM
17054,41,1002878,1000918,https://www.ers.usda.gov/amber-waves/2011/december/the-information-age/,Alias,,1/25/2024 9:09:31 AM
17055,41,1002879,1000919,https://www.ers.usda.gov/amber-waves/2011/december/us-ethanol-dampens-global-crude-oil-prices/,Alias,,1/25/2024 9:09:31 AM
17056,41,1000288,1000288,Climatic Trends Dampened Recent Productivity Growth on Wisconsin Dairy Farms,Main,,1/25/2024 9:09:31 AM
17057,41,1002880,1000920,https://www.ers.usda.gov/amber-waves/2011/december/us-food-safety-policy/,Alias,,1/25/2024 9:09:31 AM
17058,41,1002881,1000921,https://www.ers.usda.gov/amber-waves/2011/december/use-of-conservation-compatible-manure-management/,Alias,,1/25/2024 9:09:31 AM
17059,41,1002882,1000922,https://www.ers.usda.gov/publications/pub-details/?pubid=44614,Alias,,1/25/2024 9:09:31 AM
17060,41,1002883,1000923,https://www.ers.usda.gov/publications/pub-details/?pubid=37428,Alias,,1/25/2024 9:09:31 AM
17061,41,1002884,1000924,https://www.ers.usda.gov/publications/pub-details/?pubid=44609,Alias,,1/25/2024 9:09:31 AM
17062,41,1002885,1000925,https://www.ers.usda.gov/publications/pub-details/?pubid=35831,Alias,,1/25/2024 9:09:31 AM
17063,41,1002886,1000926,https://www.ers.usda.gov/publications/pub-details/?pubid=44926,Alias,,1/25/2024 9:09:31 AM
17064,41,1002887,1000927,https://www.ers.usda.gov/publications/pub-details/?pubid=36472,Alias,,1/25/2024 9:09:31 AM
17065,41,1002888,1000928,https://www.ers.usda.gov/publications/pub-details/?pubid=35852,Alias,,1/25/2024 9:09:31 AM
17066,41,1002889,1000929,https://www.ers.usda.gov/publications/pub-details/?pubid=44598,Alias,,1/25/2024 9:09:31 AM
17067,41,1000289,1000289,"Free School Lunch, Breakfast Participation Rose Between 2009 and 2019",Main,,1/25/2024 9:09:31 AM
17068,41,1002890,1000930,https://www.ers.usda.gov/publications/pub-details/?pubid=44586,Alias,,1/25/2024 9:09:31 AM
17069,41,1002891,1000931,https://www.ers.usda.gov/publications/pub-details/?pubid=44593,Alias,,1/25/2024 9:09:31 AM
17070,41,1002892,1000932,https://www.ers.usda.gov/publications/pub-details/?pubid=44919,Alias,,1/25/2024 9:09:31 AM
17071,41,1002893,1000933,https://www.ers.usda.gov/publications/pub-details/?pubid=44913,Alias,,1/25/2024 9:09:31 AM
17072,41,1002894,1000934,https://www.ers.usda.gov/publications/pub-details/?pubid=44580,Alias,,1/25/2024 9:09:31 AM
17073,41,1002895,1000935,https://www.ers.usda.gov/publications/pub-details/?pubid=84256,Alias,,1/25/2024 9:09:31 AM
17074,41,1002896,1000936,https://www.ers.usda.gov/amber-waves/2011/september/beef-and-pork-byproducts/,Alias,,1/25/2024 9:09:31 AM
17075,41,1002897,1000937,https://www.ers.usda.gov/amber-waves/2011/september/wic-voucher/,Alias,,1/25/2024 9:09:31 AM
17076,41,1002898,1000938,https://www.ers.usda.gov/amber-waves/2011/september/consumers-cut-back/,Alias,,1/25/2024 9:09:31 AM
17077,41,1002899,1000939,https://www.ers.usda.gov/amber-waves/2011/september/native-grassland/,Alias,,1/25/2024 9:09:31 AM
17078,41,1000029,1000029,"Increases in U.S. Farm Debt and Interest Expenses Minimally Affect Sector’s Financial Position in the Short-Term, as Measured by Liquidity and Solvency Ratios",Main,,1/25/2024 9:09:31 AM
17079,41,1000290,1000290,Incentives to Retire Water Rights Have Reduced Stress on the High Plains Aquifer,Main,,1/25/2024 9:09:31 AM
17080,41,1002900,1000940,https://www.ers.usda.gov/publications/pub-details/?pubid=44566,Alias,,1/25/2024 9:09:31 AM
17081,41,1002901,1000941,https://www.ers.usda.gov/publications/pub-details/?pubid=44902,Alias,,1/25/2024 9:09:31 AM
17082,41,1002902,1000942,https://www.ers.usda.gov/publications/pub-details/?pubid=37039,Alias,,1/25/2024 9:09:31 AM
17083,41,1002903,1000943,https://www.ers.usda.gov/publications/pub-details/?pubid=42851,Alias,,1/25/2024 9:09:31 AM
17084,41,1002904,1000944,https://www.ers.usda.gov/publications/pub-details/?pubid=44890,Alias,,1/25/2024 9:09:31 AM
17085,41,1002905,1000945,https://www.ers.usda.gov/publications/pub-details/?pubid=44885,Alias,,1/25/2024 9:09:31 AM
17086,41,1002906,1000946,https://www.ers.usda.gov/publications/pub-details/?pubid=44880,Alias,,1/25/2024 9:09:31 AM
17087,41,1002907,1000947,https://www.ers.usda.gov/publications/pub-details/?pubid=44851,Alias,,1/25/2024 9:09:31 AM
17088,41,1002908,1000948,https://www.ers.usda.gov/publications/pub-details/?pubid=40482,Alias,,1/25/2024 9:09:31 AM
17089,41,1002909,1000949,https://www.ers.usda.gov/publications/pub-details/?pubid=35829,Alias,,1/25/2024 9:09:31 AM
17090,41,1000291,1000291,Trade Liberalization Could Benefit India’s Soybean Processing Sector,Main,,1/25/2024 9:09:31 AM
